participant_type,participant_id,model_name,encoding_type,maze_size,maze_shape,maze_file,timestamp,json_file,solve_success,solve_moves,solve_time,recognize_success,recognized_shape,generate_success,generate_shape,edit_distance,trial_num
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,triangle,7x7_triangle_18.npy,,,False,,,False,,False,,0.8367346938775511,2.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,triangle,7x7_triangle_18.npy,,,False,,,False,,False,,0.8367346938775511,0.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,triangle,7x7_triangle_18.npy,,,False,,,False,,False,,0.8367346938775511,1.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,triangle,7x7_triangle_24.npy,,,False,,,False,,False,,0.8367346938775511,4.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,triangle,7x7_triangle_24.npy,,,False,,,False,,False,,0.8367346938775511,3.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,triangle,7x7_triangle_24.npy,,,False,,,False,,False,,0.8367346938775511,2.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,triangle,7x7_triangle_24.npy,,,False,,,False,,False,,0.8367346938775511,0.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,triangle,7x7_triangle_24.npy,,,False,,,False,,False,,0.8367346938775511,1.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,triangle,7x7_triangle_20.npy,,,False,,,False,,False,,0.8367346938775511,4.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,triangle,7x7_triangle_20.npy,,,True,,,False,,False,,0.8367346938775511,3.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,triangle,7x7_triangle_20.npy,,,True,,,False,,False,,0.8367346938775511,2.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,triangle,7x7_triangle_20.npy,,,True,,,False,,False,,0.8367346938775511,0.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,triangle,7x7_triangle_20.npy,,,False,,,False,,False,,0.8367346938775511,1.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,triangle,7x7_triangle_21.npy,,,False,,,False,,False,,0.8367346938775511,4.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,triangle,7x7_triangle_21.npy,,,False,,,False,,False,,0.8367346938775511,3.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,triangle,7x7_triangle_21.npy,,,False,,,False,,False,,0.8367346938775511,2.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,triangle,7x7_triangle_21.npy,,,False,,,False,,False,,0.8367346938775511,0.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,triangle,7x7_triangle_21.npy,,,False,,,False,,False,,0.8367346938775511,1.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,triangle,7x7_triangle_23.npy,,,False,,,False,,False,,0.8367346938775511,4.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,triangle,7x7_triangle_23.npy,,,False,,,False,,False,,0.8367346938775511,3.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,triangle,7x7_triangle_23.npy,,,True,,,False,,False,,0.8367346938775511,2.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,triangle,7x7_triangle_23.npy,,,False,,,False,,False,,0.8367346938775511,0.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,triangle,7x7_triangle_23.npy,,,False,,,False,,False,,0.8367346938775511,1.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,triangle,7x7_triangle_22.npy,,,True,,,False,,False,,0.8367346938775511,4.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,triangle,7x7_triangle_22.npy,,,False,,,False,,False,,0.8367346938775511,3.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,triangle,7x7_triangle_22.npy,,,True,,,False,,False,,0.8367346938775511,2.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,triangle,7x7_triangle_22.npy,,,False,,,False,,False,,0.8367346938775511,0.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,triangle,7x7_triangle_22.npy,,,False,,,False,,False,,0.8367346938775511,1.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_23.npy,,,False,,,False,,False,,0.7959183673469388,4.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_23.npy,,,False,,,False,,False,,0.7959183673469388,3.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_23.npy,,,False,,,False,,False,,0.7959183673469388,2.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_23.npy,,,False,,,False,,False,,0.7959183673469388,0.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_23.npy,,,False,,,False,,False,,0.7959183673469388,1.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_22.npy,,,False,,,True,,False,,0.7959183673469388,4.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_22.npy,,,True,,,False,,False,,0.7959183673469388,3.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_22.npy,,,True,,,False,,False,,0.7959183673469388,2.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_22.npy,,,False,,,False,,False,,0.7959183673469388,0.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_22.npy,,,True,,,False,,False,,0.7959183673469388,1.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_20.npy,,,True,,,False,,False,,0.7959183673469388,4.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_20.npy,,,False,,,True,,False,,0.7959183673469388,3.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_20.npy,,,True,,,False,,False,,0.7959183673469388,2.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_20.npy,,,True,,,False,,False,,0.7959183673469388,0.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_20.npy,,,False,,,False,,False,,0.7959183673469388,1.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_21.npy,,,True,,,False,,False,,0.5714285714285714,4.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_21.npy,,,False,,,False,,False,,0.7959183673469388,3.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_21.npy,,,True,,,True,,False,,0.7959183673469388,2.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_21.npy,,,True,,,True,,False,,0.7959183673469388,0.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_21.npy,,,True,,,False,,False,,0.7959183673469388,1.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_19.npy,,,False,,,False,,False,,0.7959183673469388,4.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_19.npy,,,False,,,True,,False,,0.7959183673469388,3.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_19.npy,,,False,,,False,,False,,0.7959183673469388,2.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_19.npy,,,False,,,False,,False,,0.7959183673469388,0.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_19.npy,,,False,,,False,,False,,0.7959183673469388,1.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_25.npy,,,False,,,False,,False,,0.7959183673469388,4.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_25.npy,,,False,,,False,,False,,0.7959183673469388,3.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_25.npy,,,False,,,False,,False,,0.7959183673469388,2.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_25.npy,,,False,,,False,,False,,0.7959183673469388,0.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_25.npy,,,False,,,False,,False,,0.7959183673469388,1.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_24.npy,,,True,,,False,,False,,0.7959183673469388,4.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_24.npy,,,True,,,False,,False,,0.7959183673469388,3.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_24.npy,,,True,,,False,,False,,0.7959183673469388,2.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_24.npy,,,True,,,False,,False,,0.7959183673469388,0.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_24.npy,,,True,,,True,,False,,0.7959183673469388,1.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_18.npy,,,True,,,False,,False,,0.7959183673469388,4.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_18.npy,,,False,,,False,,False,,0.7959183673469388,3.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_18.npy,,,False,,,False,,False,,0.7959183673469388,2.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_18.npy,,,False,,,False,,False,,0.7959183673469388,0.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_18.npy,,,False,,,False,,False,,0.7959183673469388,1.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_26.npy,,,False,,,True,,False,,0.7959183673469388,4.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_26.npy,,,False,,,False,,False,,0.7959183673469388,3.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_26.npy,,,False,,,False,,False,,0.7959183673469388,2.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_26.npy,,,False,,,False,,False,,0.7959183673469388,0.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_26.npy,,,True,,,True,,False,,0.7959183673469388,1.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_27.npy,,,False,,,False,,False,,0.7959183673469388,4.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_27.npy,,,False,,,False,,False,,0.7959183673469388,3.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_27.npy,,,False,,,False,,False,,0.7959183673469388,2.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_27.npy,,,False,,,False,,False,,0.7959183673469388,0.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_27.npy,,,True,,,True,,False,,0.7959183673469388,1.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_3.npy,,,False,,,False,,False,,0.7959183673469388,4.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_3.npy,,,False,,,False,,False,,0.7959183673469388,3.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_3.npy,,,False,,,True,,False,,0.7959183673469388,2.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_3.npy,,,False,,,False,,False,,0.7959183673469388,0.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_3.npy,,,False,,,False,,False,,0.7959183673469388,1.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_2.npy,,,False,,,False,,False,,0.7959183673469388,4.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_2.npy,,,False,,,False,,False,,0.7959183673469388,3.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_2.npy,,,False,,,False,,False,,0.7959183673469388,2.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_2.npy,,,False,,,False,,False,,0.7959183673469388,0.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_2.npy,,,False,,,False,,False,,0.6938775510204082,1.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_0.npy,,,False,,,False,,False,,0.46938775510204084,4.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_0.npy,,,False,,,False,,False,,0.7959183673469388,3.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_0.npy,,,False,,,False,,False,,0.7959183673469388,2.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_0.npy,,,False,,,False,,False,,0.7959183673469388,0.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_0.npy,,,False,,,False,,False,,0.7959183673469388,1.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_1.npy,,,False,,,False,,False,,0.7959183673469388,4.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_1.npy,,,False,,,False,,False,,0.7959183673469388,3.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_1.npy,,,False,,,True,,False,,0.7959183673469388,2.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_1.npy,,,False,,,True,,False,,0.7959183673469388,0.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_1.npy,,,False,,,False,,False,,0.7959183673469388,1.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_5.npy,,,False,,,False,,False,,0.7959183673469388,4.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_5.npy,,,False,,,False,,False,,0.7959183673469388,3.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_5.npy,,,False,,,False,,False,,0.7959183673469388,2.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_5.npy,,,False,,,True,,False,,0.7959183673469388,0.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_5.npy,,,False,,,False,,False,,0.7959183673469388,1.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_4.npy,,,False,,,False,,False,,0.5918367346938775,4.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_4.npy,,,False,,,False,,False,,0.7959183673469388,3.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_4.npy,,,False,,,False,,False,,0.7959183673469388,2.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_4.npy,,,False,,,True,,False,,0.7959183673469388,0.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_4.npy,,,False,,,False,,False,,0.7959183673469388,1.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_6.npy,,,False,,,False,,False,,0.7959183673469388,4.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_6.npy,,,False,,,False,,False,,0.7959183673469388,3.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_6.npy,,,False,,,False,,False,,0.7959183673469388,2.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_6.npy,,,False,,,False,,False,,0.7959183673469388,0.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_6.npy,,,False,,,False,,False,,0.7959183673469388,1.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_7.npy,,,False,,,True,,False,,0.7959183673469388,4.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_7.npy,,,True,,,False,,False,,0.7959183673469388,3.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_7.npy,,,False,,,False,,False,,0.7959183673469388,2.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_7.npy,,,True,,,False,,False,,0.7959183673469388,0.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_7.npy,,,False,,,False,,False,,0.7959183673469388,1.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_9.npy,,,False,,,False,,False,,0.7959183673469388,4.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_9.npy,,,True,,,True,,False,,0.7959183673469388,3.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_9.npy,,,False,,,False,,False,,0.7959183673469388,2.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_9.npy,,,True,,,True,,False,,0.7959183673469388,0.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_9.npy,,,False,,,False,,False,,0.7959183673469388,1.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_8.npy,,,True,,,True,,False,,0.7959183673469388,4.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_8.npy,,,False,,,False,,False,,0.7959183673469388,3.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_8.npy,,,True,,,False,,False,,0.7959183673469388,2.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_8.npy,,,True,,,False,,False,,0.7959183673469388,0.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_8.npy,,,True,,,True,,False,,0.7959183673469388,1.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_16.npy,,,True,,,True,,False,,0.7959183673469388,4.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_16.npy,,,True,,,False,,False,,0.7959183673469388,3.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_16.npy,,,True,,,False,,False,,0.7959183673469388,2.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_16.npy,,,False,,,False,,False,,0.7959183673469388,0.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_16.npy,,,True,,,False,,False,,0.7959183673469388,1.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_17.npy,,,False,,,True,,False,,0.7959183673469388,4.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_17.npy,,,True,,,False,,False,,0.7959183673469388,3.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_17.npy,,,False,,,False,,False,,0.7959183673469388,2.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_17.npy,,,False,,,False,,False,,0.7959183673469388,0.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_17.npy,,,True,,,True,,False,,0.7959183673469388,1.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_15.npy,,,True,,,False,,False,,0.7959183673469388,4.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_15.npy,,,True,,,False,,False,,0.7959183673469388,3.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_15.npy,,,False,,,True,,False,,0.7959183673469388,2.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_15.npy,,,False,,,False,,False,,0.7959183673469388,0.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_15.npy,,,False,,,True,,False,,0.7959183673469388,1.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_29.npy,,,False,,,False,,False,,0.7959183673469388,4.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_29.npy,,,False,,,False,,False,,0.7959183673469388,3.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_29.npy,,,False,,,False,,False,,0.7959183673469388,2.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_29.npy,,,False,,,False,,False,,0.5714285714285714,0.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_29.npy,,,False,,,False,,False,,0.7959183673469388,1.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_28.npy,,,False,,,True,,False,,0.7959183673469388,4.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_28.npy,,,False,,,True,,False,,0.7959183673469388,3.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_28.npy,,,False,,,True,,False,,0.7959183673469388,2.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_28.npy,,,False,,,True,,False,,0.7959183673469388,0.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_28.npy,,,False,,,False,,False,,0.7959183673469388,1.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_14.npy,,,False,,,False,,False,,0.7959183673469388,4.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_14.npy,,,False,,,False,,False,,0.7959183673469388,3.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_14.npy,,,False,,,False,,False,,0.7959183673469388,2.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_14.npy,,,False,,,False,,False,,0.7959183673469388,0.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_14.npy,,,False,,,False,,False,,0.7959183673469388,1.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_10.npy,,,False,,,False,,False,,0.7959183673469388,4.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_10.npy,,,True,,,False,,False,,0.7959183673469388,3.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_10.npy,,,True,,,False,,False,,0.7959183673469388,2.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_10.npy,,,False,,,False,,False,,0.7959183673469388,0.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_10.npy,,,False,,,True,,False,,0.7959183673469388,1.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_11.npy,,,False,,,False,,False,,0.7959183673469388,4.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_11.npy,,,False,,,False,,False,,0.7959183673469388,3.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_11.npy,,,False,,,False,,False,,0.7959183673469388,2.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_11.npy,,,False,,,True,,False,,0.7959183673469388,0.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_11.npy,,,False,,,False,,False,,0.7959183673469388,1.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_13.npy,,,False,,,False,,False,,0.7959183673469388,4.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_13.npy,,,False,,,False,,False,,0.7959183673469388,3.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_13.npy,,,False,,,False,,False,,0.6530612244897959,2.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_13.npy,,,True,,,True,,False,,0.7959183673469388,0.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_13.npy,,,False,,,False,,False,,0.7959183673469388,1.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_12.npy,,,False,,,False,,False,,0.7959183673469388,4.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_12.npy,,,False,,,False,,False,,0.7959183673469388,3.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_12.npy,,,False,,,False,,False,,0.7959183673469388,2.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_12.npy,,,True,,,False,,False,,0.7959183673469388,0.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,Z,7x7_Z_12.npy,,,True,,,False,,False,,0.7959183673469388,1.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,C,7x7_C_1.npy,,,True,,,False,,False,,0.8571428571428571,4.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,C,7x7_C_1.npy,,,False,,,False,,False,,0.8571428571428571,3.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,C,7x7_C_1.npy,,,False,,,False,,False,,0.8571428571428571,2.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,C,7x7_C_1.npy,,,False,,,False,,False,,0.7346938775510204,0.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,C,7x7_C_1.npy,,,True,,,False,,False,,0.8571428571428571,1.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,C,7x7_C_29.npy,,,False,,,False,,False,,0.8571428571428571,4.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,C,7x7_C_29.npy,,,False,,,False,,False,,0.8571428571428571,3.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,C,7x7_C_29.npy,,,False,,,False,,False,,0.8571428571428571,2.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,C,7x7_C_29.npy,,,False,,,False,,False,,0.8571428571428571,0.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,C,7x7_C_29.npy,,,False,,,False,,False,,0.8571428571428571,1.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,C,7x7_C_15.npy,,,False,,,False,,False,,0.5510204081632653,4.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,C,7x7_C_15.npy,,,False,,,False,,False,,0.8571428571428571,3.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,C,7x7_C_15.npy,,,False,,,False,,False,,0.8571428571428571,2.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,C,7x7_C_15.npy,,,False,,,False,,False,,0.8571428571428571,0.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,C,7x7_C_15.npy,,,False,,,False,,False,,0.8571428571428571,1.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,C,7x7_C_14.npy,,,False,,,False,,False,,0.8571428571428571,4.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,C,7x7_C_14.npy,,,False,,,False,,False,,0.8571428571428571,3.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,C,7x7_C_14.npy,,,False,,,False,,False,,0.8571428571428571,2.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,C,7x7_C_14.npy,,,False,,,False,,False,,0.8571428571428571,0.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,C,7x7_C_14.npy,,,True,,,False,,False,,0.8571428571428571,1.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,C,7x7_C_28.npy,,,False,,,False,,False,,0.8571428571428571,4.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,C,7x7_C_28.npy,,,False,,,False,,False,,0.8571428571428571,3.0
llm,llama-3.1_matrix,llama-3.1,matrix,7x7,C,7x7_C_28.npy,,,False,,,False,,False,,0.8571428571428571,2.0
